Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,1996,1996,1996,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,6582398,,,,6582398,,15452268,,,0
H1,1996,1996,1996,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,706062,,,,706062,,2362967,,,0
H1,1996,1996,1996,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,10295527,,,,10295527,,7886160,,,0
H1,1996,1996,1996,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,272500,,,,272500,,1677789,,,0
H1,1996,1996,1996,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,3966812,,,,3966812,,9794789,,,0
H1,1997,1997,1997,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,4008875,,,,4008875,,10024466,,,0
H1,1997,1997,1997,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,24960,,,,24960,,10770,,,0
H1,1997,1997,1997,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,14447437,,,,14447437,,10653600,,,0
H1,1997,1997,1997,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,373125,,,,373125,,1589809,,,0
H1,1997,1997,1997,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,6212691,,,,6212691,,17010168,,,0
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,361375,,,,361375,,885704,,,0
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,597,,,,597,,2394,,,0
